id,observed_on,year,scientific_name,common_name,quality_grade,latitude,longitude,place_guess,url
176032073,2023-07-31,2023,Lycorma delicatula,Spotted Lanternfly,research,41.1184437078,-73.8676958421,"Sleepy Hollow, NY, US",https://www.inaturalist.org/observations/176032073
176032430,2023-07-31,2023,Lycorma delicatula,Spotted Lanternfly,research,38.8381383333,-77.633295,"Bowers Hill Dr, Haymarket, VA, US",https://www.inaturalist.org/observations/176032430
176032830,2023-07-31,2023,Lycorma delicatula,Spotted Lanternfly,research,41.1152933982,-73.86758083,"Sleepy Hollow, NY, US",https://www.inaturalist.org/observations/176032830
176034513,2023-07-31,2023,Lycorma delicatula,Spotted Lanternfly,research,41.1191740261,-73.867539894,"Briarcliff Manor, NY, US",https://www.inaturalist.org/observations/176034513
176040415,2023-07-29,2023,Lycorma delicatula,Spotted Lanternfly,research,40.649236,-73.922908,"Brooklyn, NY 11203, USA",https://www.inaturalist.org/observations/176040415
176041417,2023-07-31,2023,Lycorma delicatula,Spotted Lanternfly,research,41.0110472167,-74.1535028333,"Gold Coast, Wyckoff, NJ, US",https://www.inaturalist.org/observations/176041417
176044858,2023-07-31,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7536891878,-73.6691880991,"Long Island, New Hyde Park, NY, US",https://www.inaturalist.org/observations/176044858
176045482,2023-07-31,2023,Lycorma delicatula,Spotted Lanternfly,research,40.1411713811,-74.2655427292,"New Jersey, US",https://www.inaturalist.org/observations/176045482
176047162,2023-07-31,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7536756668,-73.6692646518,"Long Island, New Hyde Park, NY, US",https://www.inaturalist.org/observations/176047162
176049223,2023-07-18,2023,Lycorma delicatula,Spotted Lanternfly,research,40.81527,-73.9534616667,"Manhattan, New York, NY, US",https://www.inaturalist.org/observations/176049223
176052213,2023-07-30,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7947045875,-73.9554236792,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/176052213
176054803,2023-07-31,2023,Lycorma delicatula,Spotted Lanternfly,research,39.9750633385,-76.8172833333,"Anita Dr, Dover, PA, US",https://www.inaturalist.org/observations/176054803
176086924,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.72619044,-73.98111789,"Alphabet City, New York, NY 10009, USA",https://www.inaturalist.org/observations/176086924
176088709,2023-07-30,2023,Lycorma delicatula,Spotted Lanternfly,research,39.2743966667,-74.5718383333,"Peck Beach, Ocean City, NJ, US",https://www.inaturalist.org/observations/176088709
176090258,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,39.3614002295,-76.6557578676,"Wildwood Ln, Baltimore, MD, US",https://www.inaturalist.org/observations/176090258
176093272,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.81105223,-73.85877337,"Soundview Park, Soundview Park, Bronx, NY 10473, USA",https://www.inaturalist.org/observations/176093272
176097901,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,39.9486383333,-75.1924366667,"University of Pennsylvania, Philadelphia, PA, US",https://www.inaturalist.org/observations/176097901
176099654,2023-07-15,2023,Lycorma delicatula,Spotted Lanternfly,research,39.433588,-76.289102,"Harford, Maryland, United States",https://www.inaturalist.org/observations/176099654
176101963,2023-07-30,2023,Lycorma delicatula,Spotted Lanternfly,research,40.8798785653,-73.269072175,"Kings Park, NY 11754, USA",https://www.inaturalist.org/observations/176101963
176101970,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.4784228426,-74.422373771,"New Brunswick, NJ, USA",https://www.inaturalist.org/observations/176101970
176102413,2023-07-30,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7765083333,-73.4566116667,"Trail View State Park, Old Bethpage, NY, US",https://www.inaturalist.org/observations/176102413
176105017,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.74370861,-73.80899182,"Flushing, NY 11355, USA",https://www.inaturalist.org/observations/176105017
176105360,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.74373744,-73.80891574,"Flushing, NY 11355, USA",https://www.inaturalist.org/observations/176105360
176106068,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.42665578,-79.99733707,"Allentown, Pittsburgh, PA, USA",https://www.inaturalist.org/observations/176106068
176107848,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.9024666667,-74.5556033333,"Pond View Terr, Dover, NJ, US",https://www.inaturalist.org/observations/176107848
176109180,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,38.8559494019,-77.35987854,Fairfax,https://www.inaturalist.org/observations/176109180
176110495,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,39.767746,-75.603722,"New Castle County, US-DE, US",https://www.inaturalist.org/observations/176110495
176113100,2023-07-30,2023,Lycorma delicatula,Spotted Lanternfly,research,40.8887036742,-73.8999516333,"Manhattan College, New York, NY, US",https://www.inaturalist.org/observations/176113100
176113536,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,39.6487379277,-76.6993113175,"Middletown Rd, Parkton, MD, US",https://www.inaturalist.org/observations/176113536
176117315,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,41.2216522811,-74.7061615618,"Crigger Rd, Sussex, NJ, US",https://www.inaturalist.org/observations/176117315
176120528,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.8527616667,-73.8743833333,"Bronx Zoo, New York, NY, US",https://www.inaturalist.org/observations/176120528
176121175,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.782775,-73.9745716667,"Theodore Roosevelt Park, New York, NY, US",https://www.inaturalist.org/observations/176121175
176126983,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.6792188227,-73.9997691638,"Long Island, New York, NY, US",https://www.inaturalist.org/observations/176126983
176129505,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.990055,-73.877928,"Broadway, Hastings on Hudson, NY, US",https://www.inaturalist.org/observations/176129505
176130057,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,41.502966,-81.6707523127,"Cleveland State University, Cleveland, OH, US",https://www.inaturalist.org/observations/176130057
176130692,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.6250252389,-80.0065670629,"Heights Dr, Wexford, PA, US",https://www.inaturalist.org/observations/176130692
176133447,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.9056555622,-74.0251279717,"Academy Ln, Teaneck, NJ, US",https://www.inaturalist.org/observations/176133447
176135285,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7813873291,-73.9739303589,New York,https://www.inaturalist.org/observations/176135285
176135867,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.5656258061,-79.9023655589,"Pennsylvania, US",https://www.inaturalist.org/observations/176135867
176140480,2023-07-14,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7515684031,-74.1608037912,"New York, US",https://www.inaturalist.org/observations/176140480
176143205,2023-07-21,2023,Lycorma delicatula,Spotted Lanternfly,research,40.6641596863,-74.0516746827,"New York, US",https://www.inaturalist.org/observations/176143205
176143220,2023-07-18,2023,Lycorma delicatula,Spotted Lanternfly,research,40.708775975,-74.0033947554,"New York, US",https://www.inaturalist.org/observations/176143220
176145254,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,41.0989611667,-74.3603833333,"Rockburn Pass, West Milford, NJ, US",https://www.inaturalist.org/observations/176145254
176146987,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.4535056882,-80.018820494,"W North Ave, Pittsburgh, PA, US",https://www.inaturalist.org/observations/176146987
176150238,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,39.9040586036,-75.1834915672,"Friends of FDR Park, Philadelphia, PA, US",https://www.inaturalist.org/observations/176150238
176151611,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.5495300293,-79.9356460571,Glenshaw,https://www.inaturalist.org/observations/176151611
176154481,2023-07-31,2023,Lycorma delicatula,Spotted Lanternfly,research,39.34,-76.9,"Marriottsville, MD 21104, USA",https://www.inaturalist.org/observations/176154481
176156180,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,41.0421726786,-74.1421410569,"Bedford Pl, Ramsey, NJ, US",https://www.inaturalist.org/observations/176156180
176156802,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,39.5827207435,-76.5120676439,"Monkton, MD 21111, USA",https://www.inaturalist.org/observations/176156802
176157940,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,39.4805641884,-76.122645135,"Aberdeen Proving Ground, MD 21005, USA",https://www.inaturalist.org/observations/176157940
176158783,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,39.6487150295,-76.6993696523,"Middletown Rd, Parkton, MD, US",https://www.inaturalist.org/observations/176158783
176166398,2022-07-17,2022,Lycorma delicatula,Spotted Lanternfly,research,40.8731111111,-75.5770861111,"Towamensing Township, PA, USA",https://www.inaturalist.org/observations/176166398
176173316,2023-07-20,2023,Lycorma delicatula,Spotted Lanternfly,research,40.799317936,-74.9993768356,"New Jersey, US",https://www.inaturalist.org/observations/176173316
176178054,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.4611083333,-80.0036861167,"Myler St, Pittsburgh, PA, US",https://www.inaturalist.org/observations/176178054
176178904,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7884726351,-73.9638718626,"New York, US",https://www.inaturalist.org/observations/176178904
176179116,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7068862915,-80.2961883545,Beaver,https://www.inaturalist.org/observations/176179116
176179612,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.3259316603,-75.8866867756,"Fairview Ave, Mount Penn, PA, US",https://www.inaturalist.org/observations/176179612
176184019,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.18708,-74.8715583333,"N Bucks Town Dr, Langhorne, PA, US",https://www.inaturalist.org/observations/176184019
176184941,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.64828372,-78.27991502,"Antis Township, PA, USA",https://www.inaturalist.org/observations/176184941
176191543,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.1904640198,-76.9552459717,Mechanicsburg,https://www.inaturalist.org/observations/176191543
176193450,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.8737957863,-74.0116658039,"Teaneck Creek Conservancy, Teaneck, NJ, US",https://www.inaturalist.org/observations/176193450
176196970,2023-07-30,2023,Lycorma delicatula,Spotted Lanternfly,research,39.0364599972,-76.483367756,"Arnold, MD 21012, USA",https://www.inaturalist.org/observations/176196970
176203923,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.4270469488,-80.0057780743,"Mt Washington, Pittsburgh, PA, USA",https://www.inaturalist.org/observations/176203923
176204559,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.32033,-74.21112,"Colts Neck, NJ, US",https://www.inaturalist.org/observations/176204559
176212603,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.4430283333,-79.94918,"Carnegie Mellon University, Pittsburgh, PA, US",https://www.inaturalist.org/observations/176212603
176217465,2023-07-31,2023,Lycorma delicatula,Spotted Lanternfly,research,39.3683848515,-76.9747314084,"Second Ave, Sykesville, MD, US",https://www.inaturalist.org/observations/176217465
176223836,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,41.2370403051,-73.9495175123,"George’s Island Park, Montrose, NY, US",https://www.inaturalist.org/observations/176223836
176249382,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,39.3806686984,-76.6094074398,"Baltimore, MD 21212, USA",https://www.inaturalist.org/observations/176249382
176257809,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.6015850599,-73.8406616927,"New York, US",https://www.inaturalist.org/observations/176257809
176258306,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,39.3160298246,-76.8757476065,"Woodstock, MD, USA",https://www.inaturalist.org/observations/176258306
176259514,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,38.958705,-78.1956033333,"Winchester Rd, Front Royal, VA, US",https://www.inaturalist.org/observations/176259514
176261362,2023-07-29,2023,Lycorma delicatula,Spotted Lanternfly,research,40.3931759467,-77.9125855118,"Mill Creek, PA 17060, USA",https://www.inaturalist.org/observations/176261362
176263535,2023-07-25,2023,Lycorma delicatula,Spotted Lanternfly,research,40.4499226061,-79.9848085182,"Strip District, Pittsburgh, PA, USA",https://www.inaturalist.org/observations/176263535
176263850,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7584533691,-74.1679458618,Newark,https://www.inaturalist.org/observations/176263850
176265219,2023-07-31,2023,Lycorma delicatula,Spotted Lanternfly,research,38.9267072522,-78.0884023116,"Delicious Rd, Linden, VA, US",https://www.inaturalist.org/observations/176265219
176270544,2023-07-31,2023,Lycorma delicatula,Spotted Lanternfly,research,40.9360283333,-73.9230116667,"Hudson River, Alpine, NJ, US",https://www.inaturalist.org/observations/176270544
176271266,2023-07-31,2023,Lycorma delicatula,Spotted Lanternfly,research,40.935855,-73.9230416667,"Palisades Interstate Park, Alpine, NJ, US",https://www.inaturalist.org/observations/176271266
176275570,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,41.0055981763,-74.127603611,"Irene Habernickel Family Park, Ridgewood, NJ, US",https://www.inaturalist.org/observations/176275570
176279821,2023-07-26,2023,Lycorma delicatula,Spotted Lanternfly,research,40.6658783333,-73.96257,"Brooklyn Botanic Garden, New York, NY, US",https://www.inaturalist.org/observations/176279821
176283851,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.3956940886,-76.8930138465,"Ridge Rd, Sykesville, MD, US",https://www.inaturalist.org/observations/176283851
176285419,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.6804674177,-73.69172059,"North Valley Stream, NY, USA",https://www.inaturalist.org/observations/176285419
176289739,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.2815246582,-76.5977401733,Baltimore,https://www.inaturalist.org/observations/176289739
176290881,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.8081054688,-73.9638824463,New York,https://www.inaturalist.org/observations/176290881
176292670,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.8905012183,-75.2614447386,"John Heinz National Wildlife Refuge at Tinicum, Philadelphia, PA, US",https://www.inaturalist.org/observations/176292670
176295153,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,37.4024503516,-79.1809974611,Montessori Children's House,https://www.inaturalist.org/observations/176295153
176295569,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.5499827806,-75.7223288266,"Siegfriedale Rd, Kutztown, PA, US",https://www.inaturalist.org/observations/176295569
176296392,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.47382,-74.44777,"Wilson St, North Brunswick, NJ, US",https://www.inaturalist.org/observations/176296392
176298738,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,41.1041995342,-74.073757343,"Monsey, NY, USA",https://www.inaturalist.org/observations/176298738
176302671,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,41.2263755798,-74.765411377,Sandyston,https://www.inaturalist.org/observations/176302671
176303152,2023-07-18,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7313175,-74.182074,"Eagles Pkwy, Newark, NJ, US",https://www.inaturalist.org/observations/176303152
176303239,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7422666,-74.0107973,"New York, NY 10014, USA",https://www.inaturalist.org/observations/176303239
176303472,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.4841143155,-79.9188989773,Pittsburgh Zoo,https://www.inaturalist.org/observations/176303472
176304134,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.8944502242,-75.2566439195,"John Heinz National Wildlife Refuge at Tinicum, Philadelphia, PA, US",https://www.inaturalist.org/observations/176304134
176304530,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.8630033333,-73.696005,"Sands Point Park And Preserve, Sands Point, NY, US",https://www.inaturalist.org/observations/176304530
176305077,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,41.4423033333,-73.8688966667,"Stonecrop Gardens, Cold Spring, NY, US",https://www.inaturalist.org/observations/176305077
176307997,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,37.97533,-78.59407,"Charlottesville, VA, US",https://www.inaturalist.org/observations/176307997
176308503,2023-07-20,2023,Lycorma delicatula,Spotted Lanternfly,research,39.4518190375,-76.2745392921,"Anita C. Leight Estuary Center posted by OPCA, Abingdon, MD, US",https://www.inaturalist.org/observations/176308503
176313154,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.6870727539,-73.9873886108,New York,https://www.inaturalist.org/observations/176313154
176314486,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.6488368653,-76.699166356,"Middletown Rd, Parkton, MD, US",https://www.inaturalist.org/observations/176314486
176314599,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.6487422707,-76.6990229768,"Middletown Rd, Parkton, MD, US",https://www.inaturalist.org/observations/176314599
176314678,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.6487545502,-76.6990545765,"Middletown Rd, Parkton, MD, US",https://www.inaturalist.org/observations/176314678
176315180,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.42122,-77.7423166667,"Crampton Ln, Sharpsburg, MD, US",https://www.inaturalist.org/observations/176315180
176315519,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.4197883333,-77.7434216667,"Harpers Ferry Rd, Sharpsburg, MD, US",https://www.inaturalist.org/observations/176315519
176315691,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.6487525385,-76.6991772038,"Middletown Rd, Parkton, MD, US",https://www.inaturalist.org/observations/176315691
176315899,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.41978,-77.7434833333,"Harpers Ferry Rd, Sharpsburg, MD, US",https://www.inaturalist.org/observations/176315899
176316126,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.6487517191,-76.6989450523,"Middletown Rd, Parkton, MD, US",https://www.inaturalist.org/observations/176316126
176316231,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.6486572363,-76.6992736795,"Middletown Rd, Parkton, MD, US",https://www.inaturalist.org/observations/176316231
176316275,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.420005,-77.7416533333,"Harpers Ferry Rd, Sharpsburg, MD, US",https://www.inaturalist.org/observations/176316275
176319443,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.394395,-77.629455,"W Main St, Burkittsville, MD, US",https://www.inaturalist.org/observations/176319443
176322970,2023-07-29,2023,Lycorma delicatula,Spotted Lanternfly,research,39.7927485405,-76.9022335027,"Marina Dr, Hanover, PA, US",https://www.inaturalist.org/observations/176322970
176325073,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.75629075,-73.8328895969,"Long Island, New York, NY, US",https://www.inaturalist.org/observations/176325073
176327750,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.928894043,-74.268157959,Wayne,https://www.inaturalist.org/observations/176327750
176328890,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.77300431,-73.9715089,"Q2FH+67X, New York, NY 10019, USA",https://www.inaturalist.org/observations/176328890
176329869,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.45105,-79.9342883333,"Telegraph Way, Pittsburgh, PA, US",https://www.inaturalist.org/observations/176329869
176330659,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.7699599722,-75.606262,"Greenville, DE 19807, USA",https://www.inaturalist.org/observations/176330659
176330672,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.54904811,-75.1369299,"Bridgeton Township, PA 18972, USA",https://www.inaturalist.org/observations/176330672
176334729,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7759933325,-73.9745117777,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/176334729
176334758,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7759252465,-73.9744470885,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/176334758
176334788,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7759579116,-73.9744341517,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/176334788
176335242,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7764014647,-73.9747084592,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/176335242
176335282,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7763323431,-73.974683386,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/176335282
176335305,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7763203855,-73.9746927199,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/176335305
176335330,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7763241727,-73.9746950008,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/176335330
176335357,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7763238567,-73.9746931034,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/176335357
176336999,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7798662664,-73.9702808607,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/176336999
176337027,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7799359527,-73.9702310339,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/176337027
176337049,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7799465089,-73.9702335454,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/176337049
176337066,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7800156737,-73.9702293664,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/176337066
176337094,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7800177813,-73.9702278151,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/176337094
176337137,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7800132034,-73.9702211965,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/176337137
176337421,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7777275249,-73.9686782619,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/176337421
176338595,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7162783333,-74.01504445,"Manhattan, New York, NY, US",https://www.inaturalist.org/observations/176338595
176338715,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.957329,-73.8070895,"Lincoln Pl, Eastchester, NY, US",https://www.inaturalist.org/observations/176338715
176339497,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,37.5563046215,-79.0547946862,"Old Stage Rd, Amherst, VA, US",https://www.inaturalist.org/observations/176339497
176339868,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.6469109384,-78.7620878497,"N Wineow St, Cumberland, MD, US",https://www.inaturalist.org/observations/176339868
176341631,2023-08-01,2023,Lycorma delicatula,Spotted Lanternfly,research,39.6032194444,-78.0050972222,"Washington County, MD, USA",https://www.inaturalist.org/observations/176341631
176341698,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.60391753,-80.06137199,"McCandless, PA, USA",https://www.inaturalist.org/observations/176341698
176342349,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,41.0236471667,-76.3254866667,"Arnold's Golf Course, Nescopeck, PA, US",https://www.inaturalist.org/observations/176342349
176345093,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7737438122,-77.8015470139,"Boalsburg, PA, US",https://www.inaturalist.org/observations/176345093
176346224,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.9440033333,-76.5244533333,"River Dr, Danville, PA, US",https://www.inaturalist.org/observations/176346224
176347649,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,41.023950742,-76.3253850917,"Arnold's Golf Course, Nescopeck, PA, US",https://www.inaturalist.org/observations/176347649
176348405,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.9408616667,-76.5344166667,"River Dr, Danville, PA, US",https://www.inaturalist.org/observations/176348405
176348435,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.0281891744,-78.2790957192,"Main St, Middletown, VA, US",https://www.inaturalist.org/observations/176348435
176350952,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,39.9459883333,-75.1762083333,"Lombard St, Philadelphia, PA, US",https://www.inaturalist.org/observations/176350952
176351242,2023-07-24,2023,Lycorma delicatula,Spotted Lanternfly,research,39.947695,-75.2108,"Clark Park, Philadelphia, PA, US",https://www.inaturalist.org/observations/176351242
176353939,2023-07-28,2023,Lycorma delicatula,Spotted Lanternfly,research,38.0344166667,-78.4875866667,"Preston Ave, Charlottesville, VA, US",https://www.inaturalist.org/observations/176353939
176356975,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,41.0046477904,-74.1261988947,"Hillcrest Rd, Ridgewood, NJ, US",https://www.inaturalist.org/observations/176356975
176357231,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,41.0042985749,-74.1258280781,"Hillcrest Rd, Ridgewood, NJ, US",https://www.inaturalist.org/observations/176357231
176357876,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,37.400974,-79.178256,"Blue Ridge St, Lynchburg, VA, US",https://www.inaturalist.org/observations/176357876
176358295,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7472533427,-73.922255,"Long Island, New York, NY, US",https://www.inaturalist.org/observations/176358295
176360479,2023-07-22,2023,Lycorma delicatula,Spotted Lanternfly,research,40.4324305556,-79.9384388889,"Greenfield Rd at Overlook Dr, Pittsburgh, PA 15207, USA",https://www.inaturalist.org/observations/176360479
176364983,2023-07-31,2023,Lycorma delicatula,Spotted Lanternfly,research,40.9468216667,-73.9116533333,"Hudson River, Alpine, NJ, US",https://www.inaturalist.org/observations/176364983
176365075,2023-07-31,2023,Lycorma delicatula,Spotted Lanternfly,research,40.9431833333,-73.9193333333,"Palisades Interstate Park, Alpine, NJ, US",https://www.inaturalist.org/observations/176365075
176365515,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.2953733657,-76.8298817453,"Pennsylvania, US",https://www.inaturalist.org/observations/176365515
176365565,2023-07-31,2023,Lycorma delicatula,Spotted Lanternfly,research,40.891695,-73.9411616667,"Palisades Interstate Park, Englewood Cliffs, NJ, US",https://www.inaturalist.org/observations/176365565
176376011,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,40.7810383333,-73.96865,"Central Park, New York, NY, US",https://www.inaturalist.org/observations/176376011
176413566,2023-08-03,2023,Lycorma delicatula,Spotted Lanternfly,research,40.4494890864,-74.4366249261,"Milltown, NJ, USA",https://www.inaturalist.org/observations/176413566
176415544,2023-08-02,2023,Lycorma delicatula,Spotted Lanternfly,research,38.9171291794,-78.1907728314,"Front Royal, VA 22630, USA",https://www.inaturalist.org/observations/176415544
176417066,2023-08-03,2023,Lycorma delicatula,Spotted Lanternfly,research,39.903763263,-76.7108723267,United States,https://www.inaturalist.org/observations/176417066
